Pavarde        Vardas         Galutinis      
Pavarde8475    Vardas8475     7.00           
Pavarde8476    Vardas8476     5.68           
Pavarde8477    Vardas8477     7.84           
Pavarde8479    Vardas8479     8.32           
Pavarde8481    Vardas8481     8.64           
Pavarde8482    Vardas8482     6.40           
Pavarde8484    Vardas8484     5.72           
Pavarde8485    Vardas8485     6.16           
Pavarde8486    Vardas8486     5.56           
Pavarde8487    Vardas8487     5.60           
Pavarde8488    Vardas8488     5.68           
Pavarde8490    Vardas8490     8.32           
Pavarde8492    Vardas8492     8.00           
Pavarde8493    Vardas8493     7.00           
Pavarde8495    Vardas8495     6.32           
Pavarde8496    Vardas8496     8.32           
Pavarde8499    Vardas8499     7.36           
Pavarde8501    Vardas8501     7.28           
Pavarde8504    Vardas8504     6.60           
Pavarde8505    Vardas8505     6.72           
Pavarde8506    Vardas8506     5.64           
Pavarde8508    Vardas8508     7.20           
Pavarde8510    Vardas8510     7.28           
Pavarde8514    Vardas8514     7.76           
Pavarde8516    Vardas8516     6.56           
Pavarde8518    Vardas8518     7.08           
Pavarde8519    Vardas8519     6.88           
Pavarde8523    Vardas8523     5.96           
Pavarde8528    Vardas8528     7.88           
Pavarde8530    Vardas8530     7.52           
Pavarde8534    Vardas8534     7.44           
Pavarde8535    Vardas8535     6.28           
Pavarde8536    Vardas8536     6.16           
Pavarde8538    Vardas8538     8.60           
Pavarde8540    Vardas8540     7.12           
Pavarde8541    Vardas8541     8.08           
Pavarde8542    Vardas8542     5.88           
Pavarde8543    Vardas8543     6.60           
Pavarde8545    Vardas8545     5.88           
Pavarde8546    Vardas8546     6.16           
Pavarde8551    Vardas8551     6.12           
Pavarde8554    Vardas8554     6.84           
Pavarde8557    Vardas8557     6.12           
Pavarde8559    Vardas8559     5.16           
Pavarde8561    Vardas8561     7.40           
Pavarde8562    Vardas8562     7.68           
Pavarde8563    Vardas8563     8.16           
Pavarde8567    Vardas8567     6.72           
Pavarde8568    Vardas8568     5.36           
Pavarde8570    Vardas8570     5.28           
Pavarde8571    Vardas8571     8.80           
Pavarde8572    Vardas8572     6.92           
Pavarde8576    Vardas8576     5.48           
Pavarde8577    Vardas8577     5.88           
Pavarde8578    Vardas8578     6.08           
Pavarde8580    Vardas8580     6.08           
Pavarde8581    Vardas8581     6.80           
Pavarde8582    Vardas8582     7.52           
Pavarde8583    Vardas8583     7.52           
Pavarde8586    Vardas8586     7.00           
Pavarde8588    Vardas8588     8.80           
Pavarde8592    Vardas8592     5.20           
Pavarde8593    Vardas8593     8.52           
Pavarde8594    Vardas8594     7.20           
Pavarde8595    Vardas8595     8.64           
Pavarde8596    Vardas8596     7.08           
Pavarde8597    Vardas8597     5.20           
Pavarde8598    Vardas8598     7.92           
Pavarde8599    Vardas8599     5.68           
Pavarde8601    Vardas8601     6.44           
Pavarde8602    Vardas8602     5.08           
Pavarde8603    Vardas8603     7.24           
Pavarde8605    Vardas8605     7.40           
Pavarde8608    Vardas8608     7.80           
Pavarde8609    Vardas8609     8.40           
Pavarde8610    Vardas8610     6.36           
Pavarde8611    Vardas8611     7.68           
Pavarde8612    Vardas8612     7.28           
Pavarde8613    Vardas8613     7.80           
Pavarde8616    Vardas8616     7.80           
Pavarde8617    Vardas8617     8.12           
Pavarde8618    Vardas8618     6.00           
Pavarde8619    Vardas8619     7.12           
Pavarde8621    Vardas8621     6.12           
Pavarde8622    Vardas8622     5.48           
Pavarde8625    Vardas8625     8.08           
Pavarde8626    Vardas8626     6.20           
Pavarde8628    Vardas8628     6.36           
Pavarde8632    Vardas8632     6.44           
Pavarde8638    Vardas8638     7.12           
Pavarde8641    Vardas8641     5.88           
Pavarde8642    Vardas8642     6.84           
Pavarde8643    Vardas8643     5.84           
Pavarde8645    Vardas8645     9.12           
Pavarde8646    Vardas8646     5.16           
Pavarde8647    Vardas8647     7.88           
Pavarde8650    Vardas8650     8.72           
Pavarde8653    Vardas8653     6.68           
Pavarde8654    Vardas8654     7.48           
Pavarde8655    Vardas8655     5.04           
Pavarde8656    Vardas8656     6.76           
Pavarde8657    Vardas8657     5.64           
Pavarde8659    Vardas8659     6.72           
Pavarde8660    Vardas8660     7.72           
Pavarde8662    Vardas8662     6.48           
Pavarde8664    Vardas8664     5.12           
Pavarde8665    Vardas8665     5.76           
Pavarde8667    Vardas8667     5.00           
Pavarde8668    Vardas8668     5.84           
Pavarde8670    Vardas8670     6.48           
Pavarde8671    Vardas8671     7.76           
Pavarde8674    Vardas8674     5.36           
Pavarde8675    Vardas8675     5.24           
Pavarde8676    Vardas8676     5.20           
Pavarde8677    Vardas8677     7.20           
Pavarde8678    Vardas8678     5.12           
Pavarde8680    Vardas8680     6.96           
Pavarde8681    Vardas8681     6.16           
Pavarde8682    Vardas8682     6.08           
Pavarde8683    Vardas8683     6.12           
Pavarde8684    Vardas8684     5.76           
Pavarde8687    Vardas8687     6.28           
Pavarde8690    Vardas8690     5.76           
Pavarde8695    Vardas8695     7.84           
Pavarde8697    Vardas8697     6.04           
Pavarde8701    Vardas8701     5.16           
Pavarde8704    Vardas8704     6.76           
Pavarde8705    Vardas8705     6.68           
Pavarde8706    Vardas8706     6.68           
Pavarde8710    Vardas8710     6.68           
Pavarde8711    Vardas8711     7.28           
Pavarde8712    Vardas8712     7.32           
Pavarde8713    Vardas8713     8.48           
Pavarde8715    Vardas8715     6.84           
Pavarde8716    Vardas8716     7.52           
Pavarde8717    Vardas8717     9.60           
Pavarde8719    Vardas8719     6.00           
Pavarde8722    Vardas8722     6.76           
Pavarde8723    Vardas8723     5.32           
Pavarde8725    Vardas8725     6.00           
Pavarde8728    Vardas8728     6.80           
Pavarde8729    Vardas8729     7.16           
Pavarde8732    Vardas8732     7.64           
Pavarde8733    Vardas8733     8.32           
Pavarde8734    Vardas8734     5.80           
Pavarde8736    Vardas8736     6.36           
Pavarde8739    Vardas8739     6.08           
Pavarde8741    Vardas8741     7.28           
Pavarde8742    Vardas8742     6.80           
Pavarde8743    Vardas8743     7.12           
Pavarde8744    Vardas8744     5.20           
Pavarde8745    Vardas8745     8.20           
Pavarde8746    Vardas8746     8.24           
Pavarde8747    Vardas8747     6.44           
Pavarde8749    Vardas8749     5.08           
Pavarde8752    Vardas8752     7.60           
Pavarde8753    Vardas8753     7.52           
Pavarde8754    Vardas8754     5.36           
Pavarde8755    Vardas8755     7.72           
Pavarde8758    Vardas8758     6.16           
Pavarde8760    Vardas8760     7.20           
Pavarde8761    Vardas8761     6.60           
Pavarde8764    Vardas8764     8.88           
Pavarde8765    Vardas8765     5.16           
Pavarde8766    Vardas8766     5.24           
Pavarde8769    Vardas8769     7.52           
Pavarde8770    Vardas8770     6.80           
Pavarde8777    Vardas8777     5.28           
Pavarde8779    Vardas8779     5.76           
Pavarde8782    Vardas8782     8.16           
Pavarde8783    Vardas8783     5.80           
Pavarde8784    Vardas8784     5.80           
Pavarde8785    Vardas8785     6.36           
Pavarde8786    Vardas8786     5.72           
Pavarde8787    Vardas8787     8.00           
Pavarde8790    Vardas8790     7.32           
Pavarde8791    Vardas8791     7.92           
Pavarde8795    Vardas8795     7.40           
Pavarde8796    Vardas8796     5.88           
Pavarde8797    Vardas8797     5.04           
Pavarde8798    Vardas8798     5.80           
Pavarde8799    Vardas8799     6.52           
Pavarde8800    Vardas8800     8.64           
Pavarde8801    Vardas8801     9.20           
Pavarde8803    Vardas8803     6.08           
Pavarde8804    Vardas8804     8.00           
Pavarde8805    Vardas8805     5.84           
Pavarde8807    Vardas8807     7.68           
Pavarde8808    Vardas8808     7.04           
Pavarde8809    Vardas8809     6.60           
Pavarde8810    Vardas8810     5.28           
Pavarde8811    Vardas8811     5.92           
Pavarde8814    Vardas8814     6.76           
Pavarde8818    Vardas8818     7.16           
Pavarde8821    Vardas8821     8.96           
Pavarde8823    Vardas8823     5.92           
Pavarde8824    Vardas8824     7.40           
Pavarde8826    Vardas8826     5.92           
Pavarde8827    Vardas8827     5.48           
Pavarde8829    Vardas8829     5.72           
Pavarde8830    Vardas8830     5.08           
Pavarde8833    Vardas8833     7.04           
Pavarde8834    Vardas8834     7.08           
Pavarde8835    Vardas8835     7.96           
Pavarde8836    Vardas8836     8.00           
Pavarde8837    Vardas8837     5.08           
Pavarde8838    Vardas8838     8.08           
Pavarde8839    Vardas8839     5.60           
Pavarde8843    Vardas8843     6.96           
Pavarde8846    Vardas8846     7.00           
Pavarde8847    Vardas8847     6.20           
Pavarde8849    Vardas8849     7.04           
Pavarde8853    Vardas8853     7.20           
Pavarde8854    Vardas8854     8.56           
Pavarde8859    Vardas8859     8.12           
Pavarde8860    Vardas8860     7.96           
Pavarde8861    Vardas8861     6.24           
Pavarde8862    Vardas8862     5.32           
Pavarde8864    Vardas8864     8.72           
Pavarde8865    Vardas8865     5.76           
Pavarde8867    Vardas8867     6.72           
Pavarde8868    Vardas8868     5.48           
Pavarde8875    Vardas8875     7.72           
Pavarde8876    Vardas8876     6.32           
Pavarde8877    Vardas8877     6.08           
Pavarde8880    Vardas8880     6.72           
Pavarde8881    Vardas8881     6.48           
Pavarde8883    Vardas8883     5.36           
Pavarde8885    Vardas8885     5.48           
Pavarde8887    Vardas8887     7.80           
Pavarde8888    Vardas8888     5.04           
Pavarde8889    Vardas8889     7.24           
Pavarde8891    Vardas8891     8.00           
Pavarde8892    Vardas8892     8.40           
Pavarde8893    Vardas8893     5.76           
Pavarde8895    Vardas8895     5.16           
Pavarde8897    Vardas8897     7.52           
Pavarde8898    Vardas8898     5.72           
Pavarde8902    Vardas8902     7.04           
Pavarde8904    Vardas8904     5.04           
Pavarde8905    Vardas8905     5.80           
Pavarde8906    Vardas8906     7.20           
Pavarde8908    Vardas8908     5.80           
Pavarde8909    Vardas8909     5.96           
Pavarde8910    Vardas8910     6.08           
Pavarde8911    Vardas8911     6.48           
Pavarde8912    Vardas8912     5.72           
Pavarde8913    Vardas8913     8.48           
Pavarde8917    Vardas8917     7.24           
Pavarde8918    Vardas8918     5.12           
Pavarde8919    Vardas8919     7.16           
Pavarde8921    Vardas8921     7.80           
Pavarde8922    Vardas8922     5.20           
Pavarde8923    Vardas8923     7.52           
Pavarde8926    Vardas8926     6.76           
Pavarde8927    Vardas8927     6.04           
Pavarde8928    Vardas8928     8.08           
Pavarde8931    Vardas8931     5.12           
Pavarde8932    Vardas8932     6.88           
Pavarde8934    Vardas8934     6.16           
Pavarde8937    Vardas8937     7.80           
Pavarde8938    Vardas8938     6.00           
Pavarde8940    Vardas8940     5.12           
Pavarde8941    Vardas8941     7.72           
Pavarde8943    Vardas8943     6.16           
Pavarde8944    Vardas8944     6.12           
Pavarde8945    Vardas8945     7.64           
Pavarde8948    Vardas8948     5.72           
Pavarde8954    Vardas8954     7.60           
Pavarde8956    Vardas8956     5.56           
Pavarde8957    Vardas8957     7.00           
Pavarde8961    Vardas8961     8.56           
Pavarde8963    Vardas8963     5.64           
Pavarde8966    Vardas8966     5.40           
Pavarde8967    Vardas8967     7.36           
Pavarde8968    Vardas8968     7.28           
Pavarde8969    Vardas8969     7.60           
Pavarde8971    Vardas8971     8.24           
Pavarde8974    Vardas8974     6.04           
Pavarde8976    Vardas8976     5.04           
