Pavarde        Vardas         Galutinis      
Pavarde9123    Vardas9123     4.24           
Pavarde9125    Vardas9125     4.44           
Pavarde9127    Vardas9127     3.12           
Pavarde9128    Vardas9128     3.96           
Pavarde9131    Vardas9131     3.88           
Pavarde9133    Vardas9133     2.52           
Pavarde9134    Vardas9134     3.00           
Pavarde9136    Vardas9136     3.80           
Pavarde9139    Vardas9139     3.60           
Pavarde9140    Vardas9140     2.76           
Pavarde9142    Vardas9142     3.92           
Pavarde9145    Vardas9145     3.28           
Pavarde9146    Vardas9146     3.64           
Pavarde9147    Vardas9147     2.52           
Pavarde9154    Vardas9154     4.08           
Pavarde9155    Vardas9155     2.84           
Pavarde9156    Vardas9156     3.72           
Pavarde9158    Vardas9158     4.76           
Pavarde9160    Vardas9160     1.64           
Pavarde9162    Vardas9162     4.04           
Pavarde9163    Vardas9163     4.40           
Pavarde9164    Vardas9164     3.44           
Pavarde9170    Vardas9170     3.16           
Pavarde9175    Vardas9175     3.92           
Pavarde9176    Vardas9176     3.16           
Pavarde9178    Vardas9178     4.52           
Pavarde9180    Vardas9180     4.88           
Pavarde9182    Vardas9182     4.20           
Pavarde9183    Vardas9183     2.76           
Pavarde9185    Vardas9185     3.28           
Pavarde9186    Vardas9186     2.68           
Pavarde9188    Vardas9188     4.12           
Pavarde9192    Vardas9192     3.92           
Pavarde9194    Vardas9194     4.52           
Pavarde9196    Vardas9196     3.64           
Pavarde9199    Vardas9199     4.88           
Pavarde9200    Vardas9200     4.00           
Pavarde9201    Vardas9201     4.72           
Pavarde9206    Vardas9206     4.64           
Pavarde9211    Vardas9211     2.60           
Pavarde9214    Vardas9214     3.24           
Pavarde9216    Vardas9216     4.20           
Pavarde9217    Vardas9217     3.60           
Pavarde9218    Vardas9218     4.72           
Pavarde9219    Vardas9219     3.24           
Pavarde9220    Vardas9220     3.96           
Pavarde9221    Vardas9221     4.84           
Pavarde9222    Vardas9222     3.56           
Pavarde9223    Vardas9223     2.64           
Pavarde9229    Vardas9229     2.44           
Pavarde9231    Vardas9231     4.96           
Pavarde9232    Vardas9232     4.88           
Pavarde9233    Vardas9233     2.92           
Pavarde9236    Vardas9236     4.28           
Pavarde9237    Vardas9237     3.80           
Pavarde9239    Vardas9239     4.88           
Pavarde9242    Vardas9242     3.36           
Pavarde9247    Vardas9247     2.84           
Pavarde9252    Vardas9252     4.80           
Pavarde9254    Vardas9254     2.76           
Pavarde9255    Vardas9255     3.40           
Pavarde9256    Vardas9256     3.12           
Pavarde9258    Vardas9258     4.60           
Pavarde9259    Vardas9259     4.48           
Pavarde9261    Vardas9261     4.04           
Pavarde9264    Vardas9264     2.76           
Pavarde9265    Vardas9265     2.96           
Pavarde9271    Vardas9271     4.24           
Pavarde9272    Vardas9272     2.60           
Pavarde9278    Vardas9278     4.24           
Pavarde9281    Vardas9281     2.52           
Pavarde9286    Vardas9286     2.72           
Pavarde9289    Vardas9289     4.36           
Pavarde9295    Vardas9295     2.68           
Pavarde9299    Vardas9299     2.96           
Pavarde9301    Vardas9301     4.88           
Pavarde9302    Vardas9302     3.16           
Pavarde9304    Vardas9304     4.16           
Pavarde9307    Vardas9307     4.48           
Pavarde9308    Vardas9308     2.84           
Pavarde9312    Vardas9312     3.36           
Pavarde9313    Vardas9313     2.12           
Pavarde9314    Vardas9314     4.40           
Pavarde9315    Vardas9315     3.04           
Pavarde9316    Vardas9316     4.20           
Pavarde9317    Vardas9317     2.64           
Pavarde9321    Vardas9321     4.56           
Pavarde9322    Vardas9322     3.68           
Pavarde9324    Vardas9324     3.48           
Pavarde9325    Vardas9325     3.44           
Pavarde9329    Vardas9329     3.60           
Pavarde9333    Vardas9333     4.16           
Pavarde9335    Vardas9335     4.96           
Pavarde9337    Vardas9337     3.72           
Pavarde9338    Vardas9338     3.56           
Pavarde9340    Vardas9340     2.44           
Pavarde9341    Vardas9341     3.52           
Pavarde9343    Vardas9343     4.80           
Pavarde9345    Vardas9345     3.72           
Pavarde9352    Vardas9352     4.08           
Pavarde9355    Vardas9355     4.20           
Pavarde9356    Vardas9356     3.80           
Pavarde9358    Vardas9358     4.44           
Pavarde9359    Vardas9359     3.56           
Pavarde9363    Vardas9363     3.64           
Pavarde9364    Vardas9364     4.40           
Pavarde9373    Vardas9373     2.52           
Pavarde9374    Vardas9374     3.80           
Pavarde9376    Vardas9376     3.84           
Pavarde9380    Vardas9380     2.92           
Pavarde9382    Vardas9382     4.36           
Pavarde9383    Vardas9383     4.64           
Pavarde9385    Vardas9385     3.68           
Pavarde9387    Vardas9387     3.08           
Pavarde9388    Vardas9388     3.64           
Pavarde9390    Vardas9390     4.08           
Pavarde9392    Vardas9392     4.32           
Pavarde9397    Vardas9397     4.04           
Pavarde9398    Vardas9398     2.72           
Pavarde9399    Vardas9399     4.16           
Pavarde9400    Vardas9400     3.16           
Pavarde9405    Vardas9405     2.88           
Pavarde9407    Vardas9407     3.80           
Pavarde9413    Vardas9413     4.96           
Pavarde9414    Vardas9414     3.88           
Pavarde9415    Vardas9415     4.88           
Pavarde9419    Vardas9419     4.64           
Pavarde9425    Vardas9425     3.96           
Pavarde9432    Vardas9432     4.72           
Pavarde9433    Vardas9433     2.88           
Pavarde9435    Vardas9435     3.00           
Pavarde9436    Vardas9436     4.56           
Pavarde9440    Vardas9440     4.52           
Pavarde9442    Vardas9442     3.20           
Pavarde9447    Vardas9447     3.60           
Pavarde9453    Vardas9453     3.08           
Pavarde9454    Vardas9454     4.44           
Pavarde9460    Vardas9460     4.44           
Pavarde9464    Vardas9464     4.00           
Pavarde9466    Vardas9466     4.00           
Pavarde9467    Vardas9467     3.08           
Pavarde9472    Vardas9472     4.60           
Pavarde9473    Vardas9473     3.00           
Pavarde9476    Vardas9476     4.00           
Pavarde9481    Vardas9481     3.68           
Pavarde9482    Vardas9482     3.84           
Pavarde9486    Vardas9486     3.80           
Pavarde9489    Vardas9489     4.88           
Pavarde9493    Vardas9493     4.64           
Pavarde9494    Vardas9494     3.44           
Pavarde9495    Vardas9495     3.84           
Pavarde9497    Vardas9497     4.96           
Pavarde9498    Vardas9498     2.84           
Pavarde9500    Vardas9500     3.64           
Pavarde9501    Vardas9501     3.04           
Pavarde9504    Vardas9504     4.72           
Pavarde9505    Vardas9505     1.88           
Pavarde9506    Vardas9506     3.88           
Pavarde9508    Vardas9508     4.12           
Pavarde9509    Vardas9509     4.56           
Pavarde9519    Vardas9519     4.16           
Pavarde9526    Vardas9526     4.40           
Pavarde9527    Vardas9527     4.80           
Pavarde9529    Vardas9529     4.04           
Pavarde9531    Vardas9531     4.72           
Pavarde9533    Vardas9533     3.00           
Pavarde9535    Vardas9535     3.08           
Pavarde9538    Vardas9538     3.08           
Pavarde9543    Vardas9543     3.08           
Pavarde9544    Vardas9544     3.24           
Pavarde9547    Vardas9547     4.84           
Pavarde9548    Vardas9548     2.36           
Pavarde9549    Vardas9549     4.72           
Pavarde9552    Vardas9552     2.88           
Pavarde9555    Vardas9555     3.00           
Pavarde9556    Vardas9556     3.24           
Pavarde9557    Vardas9557     3.52           
Pavarde9558    Vardas9558     4.36           
Pavarde9565    Vardas9565     2.28           
Pavarde9568    Vardas9568     3.88           
Pavarde9572    Vardas9572     2.44           
Pavarde9573    Vardas9573     3.40           
Pavarde9575    Vardas9575     3.68           
Pavarde9576    Vardas9576     4.76           
Pavarde9577    Vardas9577     4.44           
Pavarde9580    Vardas9580     3.84           
Pavarde9584    Vardas9584     2.80           
Pavarde9586    Vardas9586     3.08           
Pavarde9588    Vardas9588     4.04           
Pavarde9590    Vardas9590     4.44           
Pavarde9594    Vardas9594     4.32           
Pavarde9598    Vardas9598     3.44           
Pavarde9601    Vardas9601     2.68           
Pavarde9602    Vardas9602     3.76           
Pavarde9605    Vardas9605     3.48           
Pavarde9607    Vardas9607     2.84           
Pavarde9608    Vardas9608     4.76           
Pavarde9613    Vardas9613     4.88           
Pavarde9614    Vardas9614     4.36           
Pavarde9616    Vardas9616     4.76           
Pavarde9617    Vardas9617     4.04           
Pavarde9619    Vardas9619     4.40           
Pavarde9623    Vardas9623     3.12           
Pavarde9625    Vardas9625     1.96           
Pavarde9627    Vardas9627     3.28           
Pavarde9629    Vardas9629     4.16           
Pavarde9631    Vardas9631     4.20           
Pavarde9633    Vardas9633     2.88           
Pavarde9635    Vardas9635     4.08           
Pavarde9637    Vardas9637     3.76           
Pavarde9641    Vardas9641     3.32           
Pavarde9646    Vardas9646     4.60           
Pavarde9649    Vardas9649     2.92           
Pavarde9650    Vardas9650     4.20           
Pavarde9651    Vardas9651     4.48           
Pavarde9656    Vardas9656     3.00           
Pavarde9660    Vardas9660     4.16           
Pavarde9662    Vardas9662     2.36           
Pavarde9663    Vardas9663     2.36           
Pavarde9665    Vardas9665     4.56           
Pavarde9666    Vardas9666     4.76           
Pavarde9669    Vardas9669     3.36           
Pavarde9671    Vardas9671     4.56           
Pavarde9672    Vardas9672     4.52           
Pavarde9673    Vardas9673     3.80           
Pavarde9674    Vardas9674     4.40           
Pavarde9675    Vardas9675     2.96           
Pavarde9677    Vardas9677     4.16           
Pavarde9678    Vardas9678     3.20           
Pavarde9683    Vardas9683     3.36           
Pavarde9684    Vardas9684     4.84           
Pavarde9685    Vardas9685     3.72           
Pavarde9686    Vardas9686     1.96           
Pavarde9687    Vardas9687     4.76           
Pavarde9689    Vardas9689     3.88           
Pavarde9697    Vardas9697     4.52           
Pavarde9700    Vardas9700     2.28           
Pavarde9703    Vardas9703     2.44           
Pavarde9705    Vardas9705     3.04           
Pavarde9706    Vardas9706     4.76           
Pavarde9713    Vardas9713     2.64           
Pavarde9718    Vardas9718     4.28           
Pavarde9723    Vardas9723     4.08           
Pavarde9724    Vardas9724     4.24           
Pavarde9726    Vardas9726     3.12           
Pavarde9727    Vardas9727     3.56           
Pavarde9731    Vardas9731     3.32           
Pavarde9732    Vardas9732     3.16           
Pavarde9735    Vardas9735     4.60           
Pavarde9739    Vardas9739     4.08           
Pavarde9740    Vardas9740     3.72           
Pavarde9741    Vardas9741     4.32           
Pavarde9746    Vardas9746     3.80           
Pavarde9751    Vardas9751     4.36           
Pavarde9752    Vardas9752     3.68           
Pavarde9765    Vardas9765     3.16           
Pavarde9766    Vardas9766     4.40           
Pavarde9767    Vardas9767     4.92           
Pavarde9771    Vardas9771     2.60           
Pavarde9773    Vardas9773     4.16           
Pavarde9774    Vardas9774     3.24           
Pavarde9775    Vardas9775     1.56           
Pavarde9776    Vardas9776     3.52           
Pavarde9777    Vardas9777     4.40           
Pavarde9780    Vardas9780     4.60           
Pavarde9783    Vardas9783     3.16           
Pavarde9784    Vardas9784     4.16           
Pavarde9786    Vardas9786     2.84           
Pavarde9788    Vardas9788     4.48           
Pavarde9789    Vardas9789     2.96           
Pavarde9791    Vardas9791     3.60           
Pavarde9796    Vardas9796     4.84           
Pavarde9798    Vardas9798     4.44           
Pavarde9800    Vardas9800     4.36           
Pavarde9801    Vardas9801     3.12           
Pavarde9803    Vardas9803     4.20           
Pavarde9807    Vardas9807     3.60           
Pavarde9808    Vardas9808     1.96           
Pavarde9809    Vardas9809     4.32           
Pavarde9811    Vardas9811     4.24           
